target_id	alphaticr.alphaticr.alphaticr	alphaticr.alphaticr.aromatic	alphaticr.alphaticr.postivecharger	alphaticr.alphaticr.negativecharger	alphaticr.alphaticr.uncharger	alphaticr.aromatic.alphaticr	alphaticr.aromatic.aromatic	alphaticr.aromatic.postivecharger	alphaticr.aromatic.negativecharger	alphaticr.aromatic.uncharger	alphaticr.postivecharger.alphaticr	alphaticr.postivecharger.aromatic	alphaticr.postivecharger.postivecharger	alphaticr.postivecharger.negativecharger	alphaticr.postivecharger.uncharger	alphaticr.negativecharger.alphaticr	alphaticr.negativecharger.aromatic	alphaticr.negativecharger.postivecharger	alphaticr.negativecharger.negativecharger	alphaticr.negativecharger.uncharger	alphaticr.uncharger.alphaticr	alphaticr.uncharger.aromatic	alphaticr.uncharger.postivecharger	alphaticr.uncharger.negativecharger	alphaticr.uncharger.uncharger	aromatic.alphaticr.alphaticr	aromatic.alphaticr.aromatic	aromatic.alphaticr.postivecharger	aromatic.alphaticr.negativecharger	aromatic.alphaticr.uncharger	aromatic.aromatic.alphaticr	aromatic.aromatic.aromatic	aromatic.aromatic.postivecharger	aromatic.aromatic.negativecharger	aromatic.aromatic.uncharger	aromatic.postivecharger.alphaticr	aromatic.postivecharger.aromatic	aromatic.postivecharger.postivecharger	aromatic.postivecharger.negativecharger	aromatic.postivecharger.uncharger	aromatic.negativecharger.alphaticr	aromatic.negativecharger.aromatic	aromatic.negativecharger.postivecharger	aromatic.negativecharger.negativecharger	aromatic.negativecharger.uncharger	aromatic.uncharger.alphaticr	aromatic.uncharger.aromatic	aromatic.uncharger.postivecharger	aromatic.uncharger.negativecharger	aromatic.uncharger.uncharger	postivecharger.alphaticr.alphaticr	postivecharger.alphaticr.aromatic	postivecharger.alphaticr.postivecharger	postivecharger.alphaticr.negativecharger	postivecharger.alphaticr.uncharger	postivecharger.aromatic.alphaticr	postivecharger.aromatic.aromatic	postivecharger.aromatic.postivecharger	postivecharger.aromatic.negativecharger	postivecharger.aromatic.uncharger	postivecharger.postivecharger.alphaticr	postivecharger.postivecharger.aromatic	postivecharger.postivecharger.postivecharger	postivecharger.postivecharger.negativecharger	postivecharger.postivecharger.uncharger	postivecharger.negativecharger.alphaticr	postivecharger.negativecharger.aromatic	postivecharger.negativecharger.postivecharger	postivecharger.negativecharger.negativecharger	postivecharger.negativecharger.uncharger	postivecharger.uncharger.alphaticr	postivecharger.uncharger.aromatic	postivecharger.uncharger.postivecharger	postivecharger.uncharger.negativecharger	postivecharger.uncharger.uncharger	negativecharger.alphaticr.alphaticr	negativecharger.alphaticr.aromatic	negativecharger.alphaticr.postivecharger	negativecharger.alphaticr.negativecharger	negativecharger.alphaticr.uncharger	negativecharger.aromatic.alphaticr	negativecharger.aromatic.aromatic	negativecharger.aromatic.postivecharger	negativecharger.aromatic.negativecharger	negativecharger.aromatic.uncharger	negativecharger.postivecharger.alphaticr	negativecharger.postivecharger.aromatic	negativecharger.postivecharger.postivecharger	negativecharger.postivecharger.negativecharger	negativecharger.postivecharger.uncharger	negativecharger.negativecharger.alphaticr	negativecharger.negativecharger.aromatic	negativecharger.negativecharger.postivecharger	negativecharger.negativecharger.negativecharger	negativecharger.negativecharger.uncharger	negativecharger.uncharger.alphaticr	negativecharger.uncharger.aromatic	negativecharger.uncharger.postivecharger	negativecharger.uncharger.negativecharger	negativecharger.uncharger.uncharger	uncharger.alphaticr.alphaticr	uncharger.alphaticr.aromatic	uncharger.alphaticr.postivecharger	uncharger.alphaticr.negativecharger	uncharger.alphaticr.uncharger	uncharger.aromatic.alphaticr	uncharger.aromatic.aromatic	uncharger.aromatic.postivecharger	uncharger.aromatic.negativecharger	uncharger.aromatic.uncharger	uncharger.postivecharger.alphaticr	uncharger.postivecharger.aromatic	uncharger.postivecharger.postivecharger	uncharger.postivecharger.negativecharger	uncharger.postivecharger.uncharger	uncharger.negativecharger.alphaticr	uncharger.negativecharger.aromatic	uncharger.negativecharger.postivecharger	uncharger.negativecharger.negativecharger	uncharger.negativecharger.uncharger	uncharger.uncharger.alphaticr	uncharger.uncharger.aromatic	uncharger.uncharger.postivecharger	uncharger.uncharger.negativecharger	uncharger.uncharger.uncharger
Q13507	0.07673860911270983	0.02038369304556355	0.029976019184652283	0.009592326139088728	0.03237410071942446	0.02158273381294964	0.0059952038369304565	0.0035971223021582736	0.002398081534772182	0.01079136690647482	0.015587529976019185	0.0059952038369304565	0.009592326139088728	0.0059952038369304565	0.011990407673860913	0.014388489208633094	0.004796163069544364	0.004796163069544364	0.0059952038369304565	0.0059952038369304565	0.03597122302158273	0.007194244604316547	0.01079136690647482	0.015587529976019185	0.02757793764988009	0.03117505995203837	0.004796163069544364	0.004796163069544364	0.004796163069544364	0.008393285371702638	0.0059952038369304565	0.0	0.0	0.002398081534772182	0.0035971223021582736	0.002398081534772182	0.002398081534772182	0.001199040767386091	0.0	0.002398081534772182	0.004796163069544364	0.0	0.001199040767386091	0.002398081534772182	0.002398081534772182	0.007194244604316547	0.0035971223021582736	0.0059952038369304565	0.004796163069544364	0.0059952038369304565	0.016786570743405275	0.0035971223021582736	0.0035971223021582736	0.002398081534772182	0.015587529976019185	0.01079136690647482	0.0	0.0	0.0059952038369304565	0.002398081534772182	0.008393285371702638	0.0035971223021582736	0.004796163069544364	0.002398081534772182	0.001199040767386091	0.004796163069544364	0.004796163069544364	0.002398081534772182	0.0	0.0059952038369304565	0.01079136690647482	0.002398081534772182	0.008393285371702638	0.0035971223021582736	0.0059952038369304565	0.015587529976019185	0.002398081534772182	0.0059952038369304565	0.007194244604316547	0.015587529976019185	0.0059952038369304565	0.002398081534772182	0.0035971223021582736	0.0	0.001199040767386091	0.004796163069544364	0.0035971223021582736	0.001199040767386091	0.002398081534772182	0.0035971223021582736	0.0059952038369304565	0.001199040767386091	0.002398081534772182	0.004796163069544364	0.004796163069544364	0.008393285371702638	0.004796163069544364	0.0035971223021582736	0.0059952038369304565	0.002398081534772182	0.02877697841726619	0.013189448441247002	0.0035971223021582736	0.011990407673860913	0.025179856115107917	0.009592326139088728	0.0035971223021582736	0.001199040767386091	0.0	0.009592326139088728	0.01079136690647482	0.0035971223021582736	0.0035971223021582736	0.007194244604316547	0.011990407673860913	0.016786570743405275	0.002398081534772182	0.004796163069544364	0.0059952038369304565	0.0059952038369304565	0.02038369304556355	0.0059952038369304565	0.008393285371702638	0.007194244604316547	0.019184652278177457
P25024	0.08908045977011493	0.02586206896551724	0.02873563218390805	0.011494252873563218	0.05172413793103448	0.04310344827586207	0.0	0.008620689655172414	0.002873563218390805	0.008620689655172414	0.020114942528735632	0.005747126436781609	0.002873563218390805	0.002873563218390805	0.011494252873563218	0.005747126436781609	0.0	0.002873563218390805	0.002873563218390805	0.005747126436781609	0.040229885057471264	0.02298850574712644	0.020114942528735632	0.014367816091954025	0.02298850574712644	0.040229885057471264	0.014367816091954025	0.005747126436781609	0.0	0.011494252873563218	0.002873563218390805	0.0	0.0	0.0	0.002873563218390805	0.005747126436781609	0.0	0.002873563218390805	0.0	0.005747126436781609	0.002873563218390805	0.002873563218390805	0.0	0.002873563218390805	0.0	0.011494252873563218	0.002873563218390805	0.002873563218390805	0.0	0.005747126436781609	0.03160919540229885	0.002873563218390805	0.002873563218390805	0.0	0.008620689655172414	0.008620689655172414	0.0	0.002873563218390805	0.0	0.0	0.011494252873563218	0.0	0.008620689655172414	0.0	0.002873563218390805	0.002873563218390805	0.002873563218390805	0.0	0.0	0.0	0.011494252873563218	0.002873563218390805	0.0	0.0	0.011494252873563218	0.008620689655172414	0.002873563218390805	0.0	0.0	0.008620689655172414	0.002873563218390805	0.0	0.0	0.002873563218390805	0.002873563218390805	0.0	0.002873563218390805	0.002873563218390805	0.0	0.0	0.002873563218390805	0.002873563218390805	0.0	0.002873563218390805	0.0	0.008620689655172414	0.0	0.0	0.002873563218390805	0.005747126436781609	0.03735632183908046	0.017241379310344827	0.005747126436781609	0.005747126436781609	0.03735632183908046	0.014367816091954025	0.005747126436781609	0.002873563218390805	0.002873563218390805	0.008620689655172414	0.008620689655172414	0.002873563218390805	0.005747126436781609	0.002873563218390805	0.005747126436781609	0.005747126436781609	0.0	0.002873563218390805	0.0	0.011494252873563218	0.03448275862068965	0.005747126436781609	0.002873563218390805	0.002873563218390805	0.02298850574712644
P01024	0.04756170981336545	0.01143889223359422	0.020469596628537028	0.01324503311258278	0.036724864539434084	0.01324503311258278	0.0018061408789885609	0.004214328717639976	0.0006020469596628537	0.010234798314268514	0.016857314870559904	0.0054184226369656825	0.006020469596628537	0.00963275135460566	0.015051173991571343	0.015653220951234198	0.0012040939193257074	0.00963275135460566	0.006622516556291391	0.008428657435279952	0.049367850692354005	0.008428657435279952	0.014449127031908487	0.014449127031908487	0.0313064419024684	0.012642986152919929	0.0036122817579771218	0.002408187838651415	0.00481637567730283	0.012040939193257074	0.002408187838651415	0.0006020469596628537	0.0012040939193257074	0.0006020469596628537	0.002408187838651415	0.004214328717639976	0.0	0.0006020469596628537	0.0	0.0036122817579771218	0.0054184226369656825	0.0006020469596628537	0.0006020469596628537	0.0012040939193257074	0.0012040939193257074	0.009030704394942806	0.0012040939193257074	0.0018061408789885609	0.004214328717639976	0.004214328717639976	0.014449127031908487	0.00481637567730283	0.007826610475617099	0.0072245635159542436	0.012642986152919929	0.006622516556291391	0.0030102347983142685	0.0006020469596628537	0.002408187838651415	0.002408187838651415	0.0072245635159542436	0.0012040939193257074	0.0030102347983142685	0.0	0.006020469596628537	0.0054184226369656825	0.0030102347983142685	0.0006020469596628537	0.0018061408789885609	0.00481637567730283	0.014449127031908487	0.0018061408789885609	0.0054184226369656825	0.007826610475617099	0.010234798314268514	0.017459361830222758	0.0006020469596628537	0.010836845273931368	0.0036122817579771218	0.015051173991571343	0.004214328717639976	0.0012040939193257074	0.0006020469596628537	0.0018061408789885609	0.0012040939193257074	0.009030704394942806	0.002408187838651415	0.0030102347983142685	0.0012040939193257074	0.0054184226369656825	0.0072245635159542436	0.0006020469596628537	0.002408187838651415	0.0030102347983142685	0.0072245635159542436	0.01143889223359422	0.002408187838651415	0.002408187838651415	0.0054184226369656825	0.008428657435279952	0.036724864539434084	0.00963275135460566	0.01143889223359422	0.012642986152919929	0.041541240216736906	0.009030704394942806	0.0006020469596628537	0.0018061408789885609	0.0036122817579771218	0.004214328717639976	0.00963275135460566	0.006020469596628537	0.00481637567730283	0.00481637567730283	0.00963275135460566	0.013847080072245636	0.0036122817579771218	0.007826610475617099	0.007826610475617099	0.008428657435279952	0.027694160144491272	0.0054184226369656825	0.010836845273931368	0.00963275135460566	0.02287778446718844
Q16832	0.050410316529894486	0.011723329425556858	0.016412661195779603	0.01406799531066823	0.043376318874560366	0.011723329425556858	0.0	0.005861664712778429	0.004689331770222743	0.009378663540445486	0.018757327080890968	0.010550996483001172	0.004689331770222743	0.005861664712778429	0.012895662368112544	0.017584994138335287	0.004689331770222743	0.0023446658851113715	0.008206330597889801	0.007033997655334115	0.04572098475967175	0.011723329425556858	0.011723329425556858	0.015240328253223915	0.02813599062133646	0.010550996483001172	0.0011723329425556855	0.007033997655334115	0.007033997655334115	0.015240328253223915	0.0	0.0	0.0035169988276670576	0.0	0.0011723329425556855	0.004689331770222743	0.0011723329425556855	0.0011723329425556855	0.004689331770222743	0.004689331770222743	0.0023446658851113715	0.0023446658851113715	0.0023446658851113715	0.0	0.004689331770222743	0.010550996483001172	0.0011723329425556855	0.0035169988276670576	0.004689331770222743	0.011723329425556858	0.021101992966002344	0.0035169988276670576	0.004689331770222743	0.004689331770222743	0.007033997655334115	0.012895662368112544	0.0	0.0011723329425556855	0.0	0.0023446658851113715	0.007033997655334115	0.0	0.0011723329425556855	0.0035169988276670576	0.0	0.007033997655334115	0.0035169988276670576	0.0023446658851113715	0.0	0.004689331770222743	0.008206330597889801	0.0035169988276670576	0.0023446658851113715	0.004689331770222743	0.007033997655334115	0.016412661195779603	0.0035169988276670576	0.007033997655334115	0.004689331770222743	0.015240328253223915	0.009378663540445486	0.0023446658851113715	0.0011723329425556855	0.0023446658851113715	0.0035169988276670576	0.004689331770222743	0.0011723329425556855	0.0	0.0011723329425556855	0.0011723329425556855	0.005861664712778429	0.0023446658851113715	0.0	0.0035169988276670576	0.004689331770222743	0.012895662368112544	0.0023446658851113715	0.0011723329425556855	0.0023446658851113715	0.011723329425556858	0.036342321219226266	0.011723329425556858	0.017584994138335287	0.009378663540445486	0.03165298944900352	0.007033997655334115	0.0023446658851113715	0.004689331770222743	0.004689331770222743	0.015240328253223915	0.005861664712778429	0.0035169988276670576	0.004689331770222743	0.0023446658851113715	0.007033997655334115	0.01406799531066823	0.005861664712778429	0.0011723329425556855	0.005861664712778429	0.009378663540445486	0.029308323563892142	0.015240328253223915	0.004689331770222743	0.009378663540445486	0.029308323563892142
Q8NER1	0.07407407407407407	0.02031063321385902	0.013142174432497012	0.016726403823178016	0.03345280764635603	0.017921146953405017	0.008363201911589008	0.0047789725209080045	0.003584229390681004	0.013142174432497012	0.013142174432497012	0.0011947431302270011	0.005973715651135006	0.009557945041816007	0.015531660692951015	0.016726403823178016	0.003584229390681004	0.0047789725209080045	0.003584229390681004	0.016726403823178016	0.03106332138590203	0.005973715651135006	0.013142174432497012	0.005973715651135006	0.023894862604540025	0.014336917562724013	0.005973715651135006	0.0047789725209080045	0.0023894862604540022	0.005973715651135006	0.003584229390681004	0.0047789725209080045	0.005973715651135006	0.0	0.003584229390681004	0.009557945041816007	0.0023894862604540022	0.0011947431302270011	0.0011947431302270011	0.0047789725209080045	0.0023894862604540022	0.0011947431302270011	0.0023894862604540022	0.0	0.0	0.008363201911589008	0.0023894862604540022	0.0023894862604540022	0.005973715651135006	0.013142174432497012	0.015531660692951015	0.005973715651135006	0.003584229390681004	0.005973715651135006	0.008363201911589008	0.0047789725209080045	0.0	0.0023894862604540022	0.0011947431302270011	0.0047789725209080045	0.005973715651135006	0.0047789725209080045	0.0011947431302270011	0.0011947431302270011	0.005973715651135006	0.007168458781362006	0.0011947431302270011	0.0011947431302270011	0.0023894862604540022	0.003584229390681004	0.014336917562724013	0.003584229390681004	0.0047789725209080045	0.0023894862604540022	0.014336917562724013	0.014336917562724013	0.0047789725209080045	0.0023894862604540022	0.007168458781362006	0.013142174432497012	0.0023894862604540022	0.0023894862604540022	0.003584229390681004	0.0	0.0011947431302270011	0.0011947431302270011	0.0023894862604540022	0.0023894862604540022	0.0	0.005973715651135006	0.008363201911589008	0.0011947431302270011	0.0	0.0	0.0011947431302270011	0.014336917562724013	0.003584229390681004	0.0023894862604540022	0.005973715651135006	0.011947431302270013	0.03942652329749104	0.010752688172043013	0.02031063321385902	0.013142174432497012	0.019115890083632014	0.0047789725209080045	0.0023894862604540022	0.0023894862604540022	0.0011947431302270011	0.009557945041816007	0.009557945041816007	0.0023894862604540022	0.008363201911589008	0.003584229390681004	0.007168458781362006	0.007168458781362006	0.0023894862604540022	0.0047789725209080045	0.0047789725209080045	0.016726403823178016	0.03464755077658303	0.0047789725209080045	0.008363201911589008	0.015531660692951015	0.022700119474313024
Q99707	0.0665083135391924	0.010292953285827395	0.02850356294536817	0.03087885985748218	0.04117181314330958	0.010292953285827395	0.0015835312747426759	0.0031670625494853518	0.00791765637371338	0.00791765637371338	0.02296120348376881	0.0023752969121140144	0.012668250197941407	0.009501187648456056	0.013460015835312748	0.02296120348376881	0.004750593824228029	0.009501187648456056	0.011084718923198731	0.005542359461599367	0.04275534441805225	0.007125890736342044	0.009501187648456056	0.009501187648456056	0.027711797307996836	0.01741884402216944	0.0015835312747426759	0.0015835312747426759	0.005542359461599367	0.005542359461599367	0.0015835312747426759	0.0	0.0	0.0015835312747426759	0.0023752969121140144	0.007125890736342044	0.0	0.0	0.0007917656373713379	0.0023752969121140144	0.0023752969121140144	0.0	0.0	0.00870942201108472	0.0031670625494853518	0.0063341250989707035	0.0007917656373713379	0.0023752969121140144	0.0015835312747426759	0.007125890736342044	0.027711797307996836	0.005542359461599367	0.00870942201108472	0.0031670625494853518	0.011876484560570073	0.005542359461599367	0.0007917656373713379	0.0015835312747426759	0.0007917656373713379	0.0031670625494853518	0.009501187648456056	0.00395882818685669	0.0	0.0023752969121140144	0.0023752969121140144	0.005542359461599367	0.0023752969121140144	0.00395882818685669	0.0023752969121140144	0.0031670625494853518	0.018210609659540772	0.0015835312747426759	0.0023752969121140144	0.0023752969121140144	0.004750593824228029	0.023752969121140145	0.004750593824228029	0.00870942201108472	0.00395882818685669	0.00870942201108472	0.00791765637371338	0.0007917656373713379	0.0031670625494853518	0.0023752969121140144	0.0007917656373713379	0.009501187648456056	0.0031670625494853518	0.0023752969121140144	0.0023752969121140144	0.004750593824228029	0.013460015835312748	0.005542359461599367	0.0031670625494853518	0.00395882818685669	0.00395882818685669	0.009501187648456056	0.0023752969121140144	0.0023752969121140144	0.00395882818685669	0.00395882818685669	0.04196357878068092	0.00870942201108472	0.013460015835312748	0.010292953285827395	0.02850356294536817	0.0063341250989707035	0.0023752969121140144	0.0023752969121140144	0.0015835312747426759	0.00395882818685669	0.00791765637371338	0.0023752969121140144	0.0031670625494853518	0.0023752969121140144	0.0063341250989707035	0.005542359461599367	0.0023752969121140144	0.005542359461599367	0.00395882818685669	0.0063341250989707035	0.02612826603325416	0.004750593824228029	0.005542359461599367	0.007125890736342044	0.018210609659540772
P30082	0.09109730848861283	0.018633540372670808	0.022774327122153208	0.010351966873706004	0.041407867494824016	0.018633540372670808	0.006211180124223602	0.002070393374741201	0.004140786749482402	0.012422360248447204	0.020703933747412008	0.002070393374741201	0.004140786749482402	0.002070393374741201	0.016563146997929608	0.006211180124223602	0.006211180124223602	0.0	0.004140786749482402	0.004140786749482402	0.043478260869565216	0.014492753623188406	0.016563146997929608	0.010351966873706004	0.031055900621118005	0.016563146997929608	0.008281573498964804	0.006211180124223602	0.002070393374741201	0.014492753623188406	0.006211180124223602	0.002070393374741201	0.002070393374741201	0.002070393374741201	0.004140786749482402	0.004140786749482402	0.002070393374741201	0.006211180124223602	0.002070393374741201	0.0	0.002070393374741201	0.0	0.004140786749482402	0.0	0.002070393374741201	0.012422360248447204	0.004140786749482402	0.0	0.008281573498964804	0.010351966873706004	0.024844720496894408	0.006211180124223602	0.006211180124223602	0.002070393374741201	0.018633540372670808	0.002070393374741201	0.0	0.006211180124223602	0.0	0.006211180124223602	0.006211180124223602	0.004140786749482402	0.0	0.0	0.004140786749482402	0.006211180124223602	0.0	0.0	0.0	0.0	0.008281573498964804	0.006211180124223602	0.002070393374741201	0.0	0.010351966873706004	0.010351966873706004	0.002070393374741201	0.002070393374741201	0.002070393374741201	0.010351966873706004	0.004140786749482402	0.0	0.002070393374741201	0.0	0.0	0.006211180124223602	0.004140786749482402	0.0	0.0	0.002070393374741201	0.004140786749482402	0.0	0.004140786749482402	0.004140786749482402	0.0	0.004140786749482402	0.0	0.0	0.0	0.010351966873706004	0.039337474120082816	0.008281573498964804	0.008281573498964804	0.004140786749482402	0.031055900621118005	0.016563146997929608	0.008281573498964804	0.002070393374741201	0.002070393374741201	0.012422360248447204	0.020703933747412008	0.002070393374741201	0.004140786749482402	0.002070393374741201	0.004140786749482402	0.008281573498964804	0.0	0.004140786749482402	0.004140786749482402	0.008281573498964804	0.022774327122153208	0.016563146997929608	0.014492753623188406	0.006211180124223602	0.024844720496894408
P50416	0.05188067444876784	0.016861219195849545	0.018158236057068743	0.01556420233463035	0.0324254215304799	0.020752269779507133	0.002594033722438392	0.010376134889753566	0.002594033722438392	0.009079118028534372	0.027237354085603117	0.00648508430609598	0.0038910505836575885	0.00648508430609598	0.018158236057068743	0.010376134889753566	0.0012970168612191958	0.00648508430609598	0.005188067444876783	0.016861219195849545	0.03631647211413749	0.011673151750972765	0.014267185473411154	0.007782101167315175	0.02334630350194553	0.018158236057068743	0.0038910505836575885	0.014267185473411154	0.002594033722438392	0.011673151750972765	0.00648508430609598	0.0	0.0012970168612191958	0.002594033722438392	0.0	0.007782101167315175	0.0	0.005188067444876783	0.0038910505836575885	0.005188067444876783	0.0038910505836575885	0.0012970168612191958	0.0038910505836575885	0.0012970168612191958	0.0	0.007782101167315175	0.005188067444876783	0.0	0.0012970168612191958	0.005188067444876783	0.018158236057068743	0.01297016861219196	0.011673151750972765	0.0038910505836575885	0.018158236057068743	0.005188067444876783	0.002594033722438392	0.002594033722438392	0.0	0.0038910505836575885	0.007782101167315175	0.002594033722438392	0.002594033722438392	0.0	0.0038910505836575885	0.009079118028534372	0.0	0.0	0.002594033722438392	0.002594033722438392	0.014267185473411154	0.007782101167315175	0.007782101167315175	0.002594033722438392	0.0038910505836575885	0.011673151750972765	0.005188067444876783	0.009079118028534372	0.0038910505836575885	0.005188067444876783	0.00648508430609598	0.0012970168612191958	0.002594033722438392	0.0	0.0	0.005188067444876783	0.0012970168612191958	0.002594033722438392	0.0012970168612191958	0.002594033722438392	0.005188067444876783	0.002594033722438392	0.0	0.0012970168612191958	0.0038910505836575885	0.009079118028534372	0.002594033722438392	0.0038910505836575885	0.005188067444876783	0.01297016861219196	0.03372243839169909	0.00648508430609598	0.009079118028534372	0.014267185473411154	0.02594033722438392	0.011673151750972765	0.0038910505836575885	0.005188067444876783	0.005188067444876783	0.00648508430609598	0.016861219195849545	0.0038910505836575885	0.0038910505836575885	0.002594033722438392	0.00648508430609598	0.00648508430609598	0.005188067444876783	0.002594033722438392	0.002594033722438392	0.010376134889753566	0.02204928664072633	0.005188067444876783	0.007782101167315175	0.010376134889753566	0.0311284046692607
P30542	0.1419753086419753	0.021604938271604937	0.015432098765432096	0.015432098765432096	0.05555555555555555	0.0308641975308642	0.006172839506172839	0.00308641975308642	0.0	0.012345679012345678	0.018518518518518517	0.00308641975308642	0.00308641975308642	0.006172839506172839	0.006172839506172839	0.009259259259259259	0.00308641975308642	0.006172839506172839	0.00308641975308642	0.006172839506172839	0.04629629629629629	0.018518518518518517	0.009259259259259259	0.00308641975308642	0.040123456790123455	0.033950617283950615	0.012345679012345678	0.009259259259259259	0.00308641975308642	0.006172839506172839	0.009259259259259259	0.0	0.00308641975308642	0.0	0.00308641975308642	0.009259259259259259	0.0	0.0	0.0	0.006172839506172839	0.0	0.0	0.00308641975308642	0.0	0.0	0.00308641975308642	0.006172839506172839	0.0	0.00308641975308642	0.006172839506172839	0.015432098765432096	0.006172839506172839	0.00308641975308642	0.0	0.018518518518518517	0.00308641975308642	0.00308641975308642	0.009259259259259259	0.0	0.0	0.006172839506172839	0.0	0.0	0.0	0.006172839506172839	0.006172839506172839	0.0	0.0	0.0	0.0	0.006172839506172839	0.0	0.0	0.006172839506172839	0.009259259259259259	0.006172839506172839	0.00308641975308642	0.00308641975308642	0.0	0.006172839506172839	0.00308641975308642	0.0	0.0	0.00308641975308642	0.0	0.006172839506172839	0.006172839506172839	0.0	0.0	0.00308641975308642	0.00308641975308642	0.0	0.00308641975308642	0.00308641975308642	0.0	0.00308641975308642	0.0	0.0	0.0	0.00308641975308642	0.05246913580246913	0.009259259259259259	0.006172839506172839	0.009259259259259259	0.027777777777777776	0.018518518518518517	0.006172839506172839	0.0	0.0	0.00308641975308642	0.00308641975308642	0.006172839506172839	0.009259259259259259	0.0	0.0	0.0	0.00308641975308642	0.00308641975308642	0.006172839506172839	0.0	0.04629629629629629	0.00308641975308642	0.009259259259259259	0.0	0.021604938271604937
Q99895	0.07518796992481203	0.003759398496240601	0.015037593984962403	0.022556390977443608	0.04887218045112782	0.015037593984962403	0.0	0.003759398496240601	0.0	0.0075187969924812035	0.015037593984962403	0.0	0.0075187969924812035	0.0	0.01879699248120301	0.011278195488721804	0.0075187969924812035	0.011278195488721804	0.0075187969924812035	0.011278195488721804	0.06015037593984963	0.011278195488721804	0.0075187969924812035	0.011278195488721804	0.03759398496240601	0.011278195488721804	0.003759398496240601	0.0075187969924812035	0.003759398496240601	0.011278195488721804	0.003759398496240601	0.0	0.0	0.0	0.0	0.0075187969924812035	0.0	0.003759398496240601	0.0	0.0	0.003759398496240601	0.0	0.0	0.0	0.0	0.0075187969924812035	0.003759398496240601	0.003759398496240601	0.0	0.011278195488721804	0.011278195488721804	0.003759398496240601	0.0075187969924812035	0.0075187969924812035	0.01879699248120301	0.0	0.0	0.0	0.0	0.003759398496240601	0.003759398496240601	0.003759398496240601	0.0075187969924812035	0.0	0.011278195488721804	0.0	0.003759398496240601	0.0	0.0	0.003759398496240601	0.011278195488721804	0.0075187969924812035	0.003759398496240601	0.0075187969924812035	0.0075187969924812035	0.0075187969924812035	0.003759398496240601	0.003759398496240601	0.003759398496240601	0.0075187969924812035	0.003759398496240601	0.003759398496240601	0.0	0.0	0.003759398496240601	0.015037593984962403	0.0	0.0	0.003759398496240601	0.0	0.0075187969924812035	0.0	0.0	0.0075187969924812035	0.0	0.01879699248120301	0.003759398496240601	0.0	0.0	0.0	0.056390977443609026	0.011278195488721804	0.0075187969924812035	0.011278195488721804	0.04135338345864661	0.015037593984962403	0.0	0.0075187969924812035	0.003759398496240601	0.011278195488721804	0.0075187969924812035	0.0	0.0075187969924812035	0.003759398496240601	0.0075187969924812035	0.003759398496240601	0.0	0.0075187969924812035	0.0	0.0075187969924812035	0.03383458646616541	0.011278195488721804	0.011278195488721804	0.0	0.022556390977443608
