target_id	Schneider.Xr.A	Schneider.Xr.R	Schneider.Xr.N	Schneider.Xr.D	Schneider.Xr.C	Schneider.Xr.Q	Schneider.Xr.E	Schneider.Xr.G	Schneider.Xr.H	Schneider.Xr.I	Schneider.Xr.L	Schneider.Xr.K	Schneider.Xr.M	Schneider.Xr.F	Schneider.Xr.P	Schneider.Xr.S	Schneider.Xr.T	Schneider.Xr.W	Schneider.Xr.Y	Schneider.Xr.V	Grantham.Xr.A	Grantham.Xr.R	Grantham.Xr.N	Grantham.Xr.D	Grantham.Xr.C	Grantham.Xr.Q	Grantham.Xr.E	Grantham.Xr.G	Grantham.Xr.H	Grantham.Xr.I	Grantham.Xr.L	Grantham.Xr.K	Grantham.Xr.M	Grantham.Xr.F	Grantham.Xr.P	Grantham.Xr.S	Grantham.Xr.T	Grantham.Xr.W	Grantham.Xr.Y	Grantham.Xr.V	Schneider.Xd.1	Schneider.Xd.2	Schneider.Xd.3	Schneider.Xd.4	Schneider.Xd.5	Schneider.Xd.6	Schneider.Xd.7	Schneider.Xd.8	Schneider.Xd.9	Schneider.Xd.10	Schneider.Xd.11	Schneider.Xd.12	Schneider.Xd.13	Schneider.Xd.14	Schneider.Xd.15	Schneider.Xd.16	Schneider.Xd.17	Schneider.Xd.18	Schneider.Xd.19	Schneider.Xd.20	Schneider.Xd.21	Schneider.Xd.22	Schneider.Xd.23	Schneider.Xd.24	Schneider.Xd.25	Schneider.Xd.26	Schneider.Xd.27	Schneider.Xd.28	Schneider.Xd.29	Schneider.Xd.30	Grantham.Xd.1	Grantham.Xd.2	Grantham.Xd.3	Grantham.Xd.4	Grantham.Xd.5	Grantham.Xd.6	Grantham.Xd.7	Grantham.Xd.8	Grantham.Xd.9	Grantham.Xd.10	Grantham.Xd.11	Grantham.Xd.12	Grantham.Xd.13	Grantham.Xd.14	Grantham.Xd.15	Grantham.Xd.16	Grantham.Xd.17	Grantham.Xd.18	Grantham.Xd.19	Grantham.Xd.20	Grantham.Xd.21	Grantham.Xd.22	Grantham.Xd.23	Grantham.Xd.24	Grantham.Xd.25	Grantham.Xd.26	Grantham.Xd.27	Grantham.Xd.28	Grantham.Xd.29	Grantham.Xd.30
Q13507	0.0638637412413255	0.049038229881732086	0.037633990374352534	0.04333611012804231	0.015965935310331376	0.03535314247287662	0.0718467088964912	0.0410552622265664	0.015965935310331376	0.0638637412413255	0.1129019711230576	0.059302045438373675	0.029651022719186838	0.05588077358615982	0.03535314247287662	0.06956586099501529	0.03649356642361457	0.01254466345811751	0.03877441432509049	0.06500416519206346	2.239875677940372e-06	1.7199045384184997e-06	1.3199267387862906e-06	1.5199156386023946e-06	5.59968919485093e-07	1.2399311788598486e-06	2.5198601376829173e-06	1.439920078675953e-06	5.59968919485093e-07	2.239875677940372e-06	3.959780216358872e-06	2.079884558087488e-06	1.039942279043744e-06	1.9598912181978247e-06	1.2399311788598486e-06	2.4398645777564757e-06	1.2799289588230694e-06	4.3997557959543007e-07	1.3599245187495114e-06	2.279873457903593e-06	0.033777627511767286	0.03325574784385451	0.03244909017418551	0.03353670131984962	0.033493981950994116	0.0348460762278295	0.0315540691495839	0.031802083988694566	0.03379277428055382	0.03407240053115499	0.0335606633376906	0.034392766830802765	0.03293709902267654	0.032380282124905777	0.032160693151064006	0.033356940968232995	0.03363611264584741	0.034602143080080916	0.03441374914894524	0.033719212374035384	0.03240843873607992	0.03349398617056275	0.03373279562158544	0.03209692360884103	0.033382709189527134	0.032640167066707776	0.03394356444254986	0.03230169288748532	0.033306762884612554	0.033812319778560716	0.03380899546551568	0.03291259721920395	0.032805967137599985	0.033672807024518914	0.03353679057397598	0.034843802029612146	0.031152734898602187	0.032510135557436017	0.03326099788157358	0.0334434597542098	0.033709348996293305	0.03370974497431495	0.0339308926997316	0.03222814320913932	0.03145359819948554	0.03334576517664963	0.03360465880701758	0.03467569935998273	0.03533820258840353	0.033047549728799856	0.034136713275866336	0.033529730965812465	0.034094239633323385	0.03259094707207371	0.03345155930465235	0.03259849065337477	0.03291299719700358	0.03335213682299778	0.03270193691169365	0.03363931688335571
P25024	0.06915144360055454	0.056578453854999176	0.056578453854999176	0.037718969236666115	0.03143247436388843	0.0220027320547219	0.028289226927499588	0.05343520641861033	0.03143247436388843	0.06286494872777686	0.17916510387416407	0.03457572180027727	0.037718969236666115	0.07543793847333223	0.037718969236666115	0.07229469103694339	0.05972170129138803	0.018859484618333058	0.040862216673054966	0.09429742309166528	2.0956867318700853e-06	1.7146527806209788e-06	1.7146527806209788e-06	1.1431018537473191e-06	9.52584878122766e-07	6.668094146859361e-07	8.573263903104894e-07	1.6193942928087025e-06	9.52584878122766e-07	1.905169756245532e-06	5.429733805299766e-06	1.0478433659350427e-06	1.1431018537473191e-06	2.2862037074946383e-06	1.1431018537473191e-06	2.190945219682362e-06	1.8099112684332557e-06	5.715509268736596e-07	1.2383603415595958e-06	2.857754634368298e-06	0.0333918453139389	0.03424651000813017	0.034229830051284216	0.0322657951506877	0.03120910891456378	0.03226988923047357	0.035610591070269974	0.03564152596856469	0.033511249425928695	0.03107794654256393	0.03315668734320708	0.03463305431919225	0.03385576128929717	0.03302861006856602	0.03254558692069145	0.03431560393030267	0.032539250762509145	0.03426873999697455	0.0333675747288588	0.03386869135195148	0.034793537846253005	0.03247993674041029	0.034465299203512184	0.032671802449875886	0.033462871390310484	0.032006517785077564	0.031928552361340595	0.030496011998685724	0.03357448464920446	0.03194388575098478	0.03507091737219707	0.03348117704664433	0.033498999909714	0.031843721744546416	0.032043069181991166	0.0339787883352781	0.0363785782636401	0.034697504099972944	0.034488811804873815	0.032678652864372236	0.03237661677706585	0.03336608574166953	0.032067331518836964	0.03267665243612818	0.03435203014222416	0.0343711389948793	0.0311303690327154	0.03395476414465184	0.033971186707950685	0.03550205728803543	0.034506339366631264	0.031776735975916834	0.03236458563005516	0.03420103591319292	0.032835133982301465	0.034507244322265485	0.02962776164596455	0.03199481123206547	0.03423510987428337	0.03202269339144812
P01024	0.054281282313825834	0.045887269584883685	0.034135651764364686	0.05036407637365283	0.015109222912095847	0.05036407637365283	0.06883090437732553	0.05484088316242197	0.01622842460928814	0.04644687043347983	0.08897653492678667	0.0632348958913641	0.02014563054946113	0.033576050915768554	0.04644687043347983	0.0604368916483834	0.058758089102594974	0.009513214426134424	0.031897248369980126	0.08114212304644068	2.0112667222184065e-06	1.7002460950712302e-06	1.2648172170651837e-06	1.866123762883057e-06	5.598371288649172e-07	1.866123762883057e-06	2.550369142606845e-06	2.0320014306948847e-06	6.01306545817874e-07	1.720980803547709e-06	3.296818647760068e-06	2.343022057842061e-06	7.464495051532229e-07	1.244082508588705e-06	1.720980803547709e-06	2.239348515459669e-06	2.1771443900302337e-06	3.524900441001331e-07	1.1818783831592698e-06	3.006532729089371e-06	0.03290742594376477	0.033241945705920935	0.033629043045607404	0.03372783162181351	0.03425870580852758	0.03340403420363697	0.033933985664511834	0.033285246556343705	0.0336418437471388	0.03264380676972448	0.033709639781666856	0.03453545159563351	0.03336645258580707	0.03215561507449539	0.032237083780597066	0.03285755672242159	0.03356791493499086	0.032432552580852064	0.032889202094449614	0.034714007635401466	0.032484897476349466	0.033222498457230534	0.03296475710666358	0.03300200805635204	0.033111084334558775	0.033034510121319235	0.03362906531772122	0.034479922179586994	0.03243658489668678	0.03393572535162998	0.0328834126219946	0.03308584143390877	0.03416456878933925	0.03470048013809316	0.03427640143950714	0.0345989443441547	0.03380354226575935	0.03336927453142799	0.0335605128211774	0.03292985629551107	0.03369112697028328	0.034304598569564304	0.03277634480783461	0.033270861384586084	0.03253658315330855	0.03200345440243218	0.03325825260836153	0.031685605835783705	0.03258071905377158	0.033926584099329624	0.032371066269424216	0.03293985664540927	0.033537594747898344	0.032697285437884645	0.033585883810469216	0.032935137425760035	0.033339433138988635	0.034623861243330875	0.03273539583206442	0.03382749914793308
Q16832	0.053980160721461765	0.04835722731297616	0.043858880586187685	0.06072768081164447	0.017993386907153918	0.03823594717770208	0.05735392076655312	0.0618522674933416	0.02024256027054816	0.05735392076655312	0.08771776117237537	0.0393605338593992	0.03486218713261072	0.047232640631279035	0.053980160721461765	0.07534730767370704	0.047232640631279035	0.017993386907153918	0.035986773814307836	0.0618522674933416	1.8318167518909237e-06	1.6410025069022854e-06	1.4883511109113752e-06	2.0607938458772892e-06	6.106055839636411e-07	1.2975368659227372e-06	1.9463052988841057e-06	2.0989566948750163e-06	6.869312819590962e-07	1.9463052988841057e-06	2.9767022218227503e-06	1.335699714920465e-06	1.1830483189295546e-06	1.6028396579045578e-06	1.8318167518909237e-06	2.556910882847747e-06	1.6028396579045578e-06	6.106055839636411e-07	1.221211167927282e-06	2.0989566948750163e-06	0.03378186946826259	0.03487981660326762	0.03302159354177054	0.034798794181363425	0.03297334033872565	0.03270617228075488	0.033151336095110014	0.032091987586487444	0.0332391877945561	0.03317141705227435	0.03300309442823265	0.03448465202523947	0.033396010845025394	0.03342373966637738	0.032120770820312144	0.033751373826297636	0.03395626339842275	0.0340628590339274	0.03349900330480196	0.031948102006121665	0.033740213315609814	0.033246241539599763	0.032652669507079776	0.0340612828132343	0.032795962880098964	0.034772832310605746	0.03287470126645261	0.032440309193169536	0.033297938901816	0.031531877293305366	0.033135191312499146	0.033967240644057005	0.033339919732232354	0.0343014250801603	0.0332534808792525	0.03269400588037601	0.03324821058980591	0.032461162889786184	0.03474097332606143	0.033222504094721036	0.033290010358313124	0.033378456577150266	0.032976563614355185	0.033493265692075024	0.033277263966747885	0.032772728205288516	0.033900619758561665	0.03309800543243576	0.032416699354418925	0.033343926831377116	0.03355562378733731	0.03333050877366951	0.032490143757315064	0.033466463923223916	0.03357170561190495	0.0350118341468228	0.03397701796597022	0.033323036487835765	0.03235432981030194	0.032607643353094164
Q8NER1	0.06375697378319091	0.05009476511536429	0.03757107383652322	0.0523717998933354	0.018216278223768832	0.03187848689159545	0.05578735206029205	0.0546488346713065	0.014800726056812175	0.043263660781450976	0.11612877367652633	0.0569258694492776	0.026185899946667698	0.05351031728232095	0.043263660781450976	0.06944956072811867	0.06261845639420538	0.012523691278841072	0.03757107383652322	0.0546488346713065	2.2518530518869808e-06	1.7693131121969136e-06	1.326984834147685e-06	1.8497364354785916e-06	6.433865862534229e-07	1.1259265259434904e-06	1.970371420401108e-06	1.9301597587602693e-06	5.227516013309062e-07	1.5280431423518798e-06	4.101589487365571e-06	2.0105830820419477e-06	9.248682177392956e-07	1.8899480971194301e-06	1.5280431423518798e-06	2.4529113600911754e-06	2.211641390246142e-06	4.4232827804922846e-07	1.326984834147685e-06	1.9301597587602693e-06	0.033106233531611365	0.0348630254072755	0.032527123815410404	0.031507985781098674	0.03325597042779687	0.03437229242028411	0.03326555219014257	0.03308745197950399	0.032853873182720976	0.03390508143025266	0.03391538478491946	0.033058743921985496	0.035049534251942176	0.033231126384444865	0.03191539409594234	0.033735654445083384	0.033923647916425284	0.03379748948766225	0.034300160967994514	0.03350330148997313	0.03451602238487357	0.03220215178759578	0.03357512372093988	0.033087032777401375	0.0326111460571623	0.0319358157962004	0.03207201594833424	0.03261140131276096	0.033868340790999665	0.03320740412227618	0.03272753151490463	0.03363398681277858	0.032888478690622086	0.032458012852756915	0.0339414491988506	0.035144626347972316	0.033293333721188215	0.033555557987914285	0.033348423697636166	0.033640476974967415	0.03383720448721289	0.033373986250941234	0.03544650735540858	0.03203560141071838	0.032468118043327235	0.033076568737947114	0.032695804513870004	0.033411507752418315	0.03410429838616367	0.03321739399817949	0.03394325470245828	0.03291197838568498	0.03443317348205944	0.03258637249788063	0.03224817231765035	0.031320561664587146	0.0326501924260708	0.03257029185439045	0.03433787184397065	0.03469922187780755
Q99707	0.07719603900919317	0.04256604020133082	0.03390854049936523	0.05699520637127348	0.01659354109543405	0.029579790648382436	0.07070291423271899	0.07142437254121613	0.01947937432942258	0.0663741643817362	0.08441062209416451	0.059881039605262	0.026693957414393902	0.03462999880786236	0.04184458189283369	0.04400895681832509	0.04184458189283369	0.006493124776474193	0.031744165573873835	0.05627374806277634	2.774581124664116e-06	1.529909218272737e-06	1.218741241674892e-06	2.048522512602478e-06	5.964052884792025e-07	1.0631572533759694e-06	2.541205142215732e-06	2.567135806932219e-06	7.001279473451507e-07	2.38562115391681e-06	3.033887771828986e-06	2.1522451714684257e-06	9.594345945100214e-07	1.244671906391379e-06	1.5039785535562497e-06	1.581770547705711e-06	1.5039785535562497e-06	2.333759824483836e-07	1.1409492475254308e-06	2.022591847885991e-06	0.032840150638186176	0.03611301386120532	0.03239508315196599	0.03201352780501763	0.034205871721192035	0.035046183576451784	0.034467668596221315	0.03326509658003654	0.03317559462665933	0.03466646693814854	0.03283779998272535	0.03343440993093711	0.033488867479854016	0.032710406317527634	0.0333377141003284	0.032891564138062164	0.033376098568173605	0.03381838223536466	0.03293057966548981	0.033027242958328824	0.033965920675889896	0.033282588192434376	0.032355785606485415	0.031930916283507416	0.033043005379452844	0.03262836215083114	0.032234258551668976	0.033423147100991465	0.033077525211577107	0.03329530966678816	0.034178195273811184	0.03597795973365546	0.033053771638909574	0.0329506272338668	0.03324664651613727	0.03463999707481357	0.03419082350752811	0.033406978409145784	0.03305628691338707	0.0351012102497269	0.033047405660721674	0.03237734950524823	0.03382667658984801	0.03229132711811775	0.03278141668125936	0.03305594722167928	0.03294876281907368	0.03359414594706939	0.0336216843129983	0.033758613781100184	0.03367093183142785	0.034446543943762696	0.03226161057635266	0.03216224686222556	0.03257600692070771	0.03235490910800258	0.031784193329058005	0.03353851170592017	0.03301657928650671	0.03308261431727372
P30082	0.06498214254224635	0.04765357119764732	0.02599285701689854	0.041155356943422684	0.03898928552534781	0.04332142836149756	0.03465714268919805	0.06064999970609659	0.032491071271123176	0.04332142836149756	0.15595714210139125	0.045487499779572435	0.02382678559882366	0.05198571403379708	0.04765357119764732	0.08880892814107001	0.04765357119764732	0.03465714268919805	0.041155356943422684	0.0801446424687705	1.970832519598484e-06	1.4452771810388882e-06	7.883330078393936e-07	1.2481939290790399e-06	1.1824995117590905e-06	1.3138883463989893e-06	1.0511106771191914e-06	1.839443684958585e-06	9.85416259799242e-07	1.3138883463989893e-06	4.729998047036361e-06	1.3795827637189388e-06	7.226385905194441e-07	1.5766660156787872e-06	1.4452771810388882e-06	2.6934711101179283e-06	1.4452771810388882e-06	1.0511106771191914e-06	1.2481939290790399e-06	2.43069344083813e-06	0.032816160901333526	0.03441173091306586	0.03230013294204842	0.03091650435428909	0.03263901113308483	0.03315564255986705	0.033538778355331825	0.03240200154798338	0.03218198111083526	0.031122454641326788	0.03446650501083613	0.03392670376791624	0.03402396968869492	0.033869148001230906	0.03373124116547059	0.033531492340902816	0.0339894879977906	0.033394994967814326	0.03237638515417892	0.03395629360312998	0.0354023106795156	0.03316849191212614	0.03342287793875063	0.03401673024480142	0.033673893991462735	0.03362511276348492	0.03400293540236828	0.03184041980713332	0.0319716525436402	0.03395888314151034	0.032625017001715204	0.034290554425144414	0.033223250074155865	0.03190133386996037	0.0333465782037906	0.03300571615008431	0.034640022447519625	0.033848174788353606	0.033532959835169025	0.03419689389437136	0.032790455252852034	0.033080995382891235	0.034620438941716535	0.03400061868374455	0.03351360625982657	0.032953994935328315	0.034276554944813534	0.03371053841462658	0.031940678256493285	0.034743569988099327	0.033644423553035784	0.0333375649297343	0.032485107601148915	0.0331402648861973	0.03286324466724253	0.034257950285828516	0.033037643636901814	0.032102588717420034	0.03119027720521443	0.03369891707220268
P50416	0.061584162715616925	0.056846919429800226	0.02842345971490012	0.04500381121525852	0.01421172985745006	0.034345013822170985	0.05092536532252938	0.05803123025125441	0.027239148893445947	0.04618812203671269	0.08882331160906287	0.05210967614398355	0.03197639217926263	0.04263518957235018	0.04026656792944183	0.06750571682288778	0.05210967614398355	0.02131759478617509	0.03908225710798766	0.056846919429800226	2.26335757579361e-06	2.089253146886409e-06	1.0446265734432046e-06	1.6539920746184073e-06	5.223132867216023e-07	1.2622571095772056e-06	1.8716226107524082e-06	2.132779254113209e-06	1.0011004662164042e-06	1.6975181818452074e-06	3.2644580420100144e-06	1.9151487179792083e-06	1.1752048951236053e-06	1.566939860164807e-06	1.4798876457112063e-06	2.4809881119276106e-06	1.9151487179792083e-06	7.834699300824035e-07	1.4363615384844062e-06	2.089253146886409e-06	0.034650555829033106	0.034162864567640734	0.032329937856650684	0.03294185787538383	0.033394376881845184	0.033404280207365265	0.034112817724085566	0.032682382835561366	0.03492313834730301	0.032868080759036945	0.03317912992964992	0.03413220145773144	0.034343328547872025	0.033623810101215214	0.034313562671841	0.03265165565443657	0.03331357289410139	0.032306389612432346	0.03349214552995078	0.03193783670360797	0.03178478774242716	0.03310208044407236	0.03339694719162095	0.033863406128606256	0.032164061743393764	0.03290363128284431	0.033722030327037064	0.031387290395557585	0.033821869742614065	0.0339056581936279	0.033964431274759864	0.03363180476333265	0.0336734984214452	0.032810031858890656	0.03366304780310004	0.034645915182999136	0.03358016974232949	0.03276240123975237	0.033756167556901064	0.03167497979768378	0.034633157680970965	0.03379815283993203	0.03463099878605252	0.03221701911620056	0.03443206706558315	0.033533287772235514	0.033264135382977136	0.032458593363920034	0.032566572930728274	0.032943008469079264	0.033541901588855685	0.032141192284800765	0.033879559718278315	0.03376541685468675	0.033600666186222594	0.03264618218084609	0.032726553137840377	0.03217895553543073	0.03304787591922079	0.033832212018837
P30542	0.11870296490070913	0.04451361183776592	0.04451361183776592	0.03338520887832444	0.03338520887832444	0.02967574122517728	0.040804144184618765	0.04451361183776592	0.0185473382657358	0.11499349724756194	0.15208817377903355	0.0556420147972074	0.03338520887832444	0.07047988540979604	0.08160828836923753	0.06677041775664888	0.0370946765314716	0.02596627357203012	0.04451361183776592	0.11870296490070913	3.4019052178815573e-06	1.2757144567055842e-06	1.2757144567055842e-06	9.56785842529188e-07	9.56785842529188e-07	8.504763044703893e-07	1.169404918646785e-06	1.2757144567055842e-06	5.315476902939933e-07	3.295595679822758e-06	4.358691060410745e-06	1.59464307088198e-06	9.56785842529188e-07	2.019881223117175e-06	2.33880983729357e-06	1.913571685058376e-06	1.0630953805879866e-06	7.441667664115907e-07	1.2757144567055842e-06	3.4019052178815573e-06	0.03211328509450095	0.032740594282164984	0.03322555784189419	0.032223389884328435	0.031887265375660896	0.03120946068862165	0.033006494116797284	0.03349483329209084	0.03452005039786619	0.03232924288233188	0.03420821622528498	0.0331510520712404	0.03294836490393865	0.03315856337229128	0.03285204597969728	0.032884903702275384	0.03262381133772152	0.03345198708596317	0.03310384278925908	0.032071024613315714	0.03482620685925747	0.03475643251459533	0.03520186390659818	0.03516597258137339	0.03358182067950392	0.033261666170976666	0.031967297882171064	0.0350850772526871	0.03352042490942991	0.031719783653014824	0.033183650566841916	0.032470972685603346	0.03366228800004405	0.031964290796261306	0.032565120412508225	0.032329060083248665	0.03420915489477232	0.03174869505307806	0.0341541609707345	0.03376129407283821	0.0332105468799708	0.03279241020487793	0.032761803688870814	0.034729369988309236	0.033558614938529116	0.03259104930884076	0.032823048613746485	0.03368137056212561	0.032773646571410554	0.033604774539954245	0.03426344717585895	0.03616191227555917	0.03474121287084899	0.03382711030785041	0.03374618748748006	0.034341935507807765	0.03297340219342304	0.03247314140017975	0.033315697644064765	0.03158052399482285
Q99895	0.07066221347744353	0.0520668941412742	0.0520668941412742	0.0520668941412742	0.04090970253957258	0.029752510937870968	0.04090970253957258	0.0892575328136129	0.026033447070637098	0.0520668941412742	0.09669566054808064	0.04462876640680645	0.011157191601701612	0.022314383203403225	0.04462876640680645	0.06694314961020968	0.05578595800850807	0.03719063867233871	0.022314383203403225	0.0892575328136129	2.18377709465399e-06	1.6090989118503088e-06	1.6090989118503088e-06	1.6090989118503088e-06	1.2642920021680995e-06	9.194850924858908e-07	1.2642920021680995e-06	2.7584552774576716e-06	8.045494559251544e-07	1.6090989118503088e-06	2.988326550579145e-06	1.3792276387288358e-06	3.4480690968220895e-07	6.896138193644179e-07	1.3792276387288358e-06	2.068841458093254e-06	1.724034548411045e-06	1.1493563656073635e-06	6.896138193644179e-07	2.7584552774576716e-06	0.03229789812553411	0.0336845157573255	0.03495426031946352	0.03689143180227924	0.03436979381265955	0.031683074759913755	0.03344904508810353	0.033024556716893264	0.032532309977273084	0.03514050508743245	0.033210532224638135	0.03537811310265894	0.03578611523565214	0.03239065827269787	0.03309469156711434	0.031135949885775064	0.031495616833311375	0.031253174778870275	0.03371214356707604	0.03271959199215453	0.03400024196527045	0.03436848916505487	0.031414100531937404	0.030842495291799006	0.03139990895612647	0.03283636278755159	0.030114918463571068	0.035047300512136524	0.03423655797770949	0.03381658157478292	0.034625590325233026	0.035128767048532274	0.034781707400373466	0.034433222550321316	0.03606087207391253	0.0324000341266892	0.03391834537922018	0.032759644746360436	0.032841030670609096	0.03671287895299428	0.033506358589968234	0.03337977997342389	0.03590829501637816	0.03286647742054364	0.03190913252937465	0.03206651389651726	0.032660110485098835	0.03275232334631152	0.03421643095264045	0.02999229345063296	0.031751935059250516	0.035104331732199456	0.033099015200433325	0.030919915986187364	0.03266662733569183	0.03215651999350797	0.030863666485654532	0.03358459527777512	0.033783215551315735	0.033150253507212096
