target_id	Pc1.A	Pc1.R	Pc1.N	Pc1.D	Pc1.C	Pc1.Q	Pc1.E	Pc1.G	Pc1.H	Pc1.I	Pc1.L	Pc1.K	Pc1.M	Pc1.F	Pc1.P	Pc1.S	Pc1.T	Pc1.W	Pc1.Y	Pc1.V	Pc2.Hydrophobicity.1	Pc2.Hydrophilicity.1	Pc2.Hydrophobicity.2	Pc2.Hydrophilicity.2	Pc2.Hydrophobicity.3	Pc2.Hydrophilicity.3	Pc2.Hydrophobicity.4	Pc2.Hydrophilicity.4	Pc2.Hydrophobicity.5	Pc2.Hydrophilicity.5	Pc2.Hydrophobicity.6	Pc2.Hydrophilicity.6	Pc2.Hydrophobicity.7	Pc2.Hydrophilicity.7	Pc2.Hydrophobicity.8	Pc2.Hydrophilicity.8	Pc2.Hydrophobicity.9	Pc2.Hydrophilicity.9	Pc2.Hydrophobicity.10	Pc2.Hydrophilicity.10	Pc2.Hydrophobicity.11	Pc2.Hydrophilicity.11	Pc2.Hydrophobicity.12	Pc2.Hydrophilicity.12	Pc2.Hydrophobicity.13	Pc2.Hydrophilicity.13	Pc2.Hydrophobicity.14	Pc2.Hydrophilicity.14	Pc2.Hydrophobicity.15	Pc2.Hydrophilicity.15	Pc2.Hydrophobicity.16	Pc2.Hydrophilicity.16	Pc2.Hydrophobicity.17	Pc2.Hydrophilicity.17	Pc2.Hydrophobicity.18	Pc2.Hydrophilicity.18	Pc2.Hydrophobicity.19	Pc2.Hydrophilicity.19	Pc2.Hydrophobicity.20	Pc2.Hydrophilicity.20	Pc2.Hydrophobicity.21	Pc2.Hydrophilicity.21	Pc2.Hydrophobicity.22	Pc2.Hydrophilicity.22	Pc2.Hydrophobicity.23	Pc2.Hydrophilicity.23	Pc2.Hydrophobicity.24	Pc2.Hydrophilicity.24	Pc2.Hydrophobicity.25	Pc2.Hydrophilicity.25	Pc2.Hydrophobicity.26	Pc2.Hydrophilicity.26	Pc2.Hydrophobicity.27	Pc2.Hydrophilicity.27	Pc2.Hydrophobicity.28	Pc2.Hydrophilicity.28	Pc2.Hydrophobicity.29	Pc2.Hydrophilicity.29	Pc2.Hydrophobicity.30	Pc2.Hydrophilicity.30
Q13507	50.964421074990085	39.13339475401024	30.03260527633344	34.58300001517184	12.741105268747521	28.21244738079808	57.334973709363844	32.76284211963648	12.741105268747521	50.964421074990085	90.09781582900033	47.324105283919366	23.662052641959683	44.59386844061632	28.21244738079808	55.51481581382848	29.12252632856576	10.01086842544448	30.942684224101118	51.87450002275776	0.00229068992152534	0.0022771495877721157	0.0015368946675763026	0.0014219971211533581	0.0068049873221068796	0.005308137384464889	0.0024074793723656944	0.0014131381586997285	0.0011642625530753651	0.0006344032839399445	-0.0011226868675895832	-0.000529510377989659	0.006513401393190497	0.005579763382402912	0.0022817489464287844	0.0035407049465987607	0.0017405485619953812	0.0015253184096573908	0.002196880227933618	0.0016377934873949961	0.0016045205026304252	0.002207178112607923	-0.00021636375558204164	-0.000797476692841963	0.0014014703291107776	0.0013478448027456475	0.002594666344429669	0.0037300413307384717	0.003159168769502265	0.0031655627095205745	0.00046863407558053966	0.0008920596748555658	0.001346948686303464	-0.0004436313589896676	0.0018857803644475762	-0.0006625340466167657	-0.00010937271716083908	-0.0008731387490673808	-0.0003364835303048708	-0.0003204735754450762	0.0007612258005176192	0.0034379188222352034	-0.0007748769941165753	0.0004408146614742545	-0.0008142078282697344	-0.00027128788738588574	0.004376506525557007	0.0041888676633760075	0.0012534334420134774	0.0014274982065579556	0.002926296984153293	0.0016276743559372345	0.001006012364044551	-0.0001725455548602509	0.0014307021985419505	0.0021090637276943657	-2.5563582037831217e-05	-0.00010431618189496541	-0.0009578706082995172	-0.0006117966420851147
P25024	20.39713244818649	16.68856291215258	16.68856291215258	11.125708608101721	9.271423840084767	6.489996688059338	8.34428145607629	15.761420528144104	9.271423840084767	18.542847680169533	52.847115888483174	10.198566224093245	11.125708608101721	22.251417216203446	11.125708608101721	21.32427483219497	17.615705296161057	5.562854304050862	12.052850992110198	27.8142715202543	0.007788627142871877	0.002888840645991465	0.0024724892249584195	0.0012774952984186967	0.006315709729139003	0.002947700169777362	0.00688623947625666	0.003693843071611132	0.00705984521495574	0.005735079010102792	0.0084909835400175	0.003614594271703675	-0.0017633645405735782	0.000629310417545435	-0.00020581089878099745	-0.000103068980334778	0.0027288998141527672	0.0018493058228074288	0.006827848737658208	0.005854939349738281	0.002626926506006497	0.0018945865830599649	0.0026941479660881284	0.00045500781564110636	-0.0003740380560055898	0.0004280076205904439	0.0036313828753065758	0.00326579225242282	0.0036164871620579203	0.002095547275723337	0.0006371764923360749	-0.0020074393196069075	0.0001629061399895568	0.00012567605637675306	-0.0015857961463630484	-0.0018457104738799739	0.0008044231431928834	0.0007733852616118771	-0.00021465594781119404	-0.0015959310230330695	-7.435633217611816e-05	-0.0024450430364978087	0.001408593737039679	-0.0008241969724146676	-0.004324085199720999	-0.004304083369210329	0.0005158797415424913	-0.0012952513451448887	-0.0010708649592157838	-0.0021360655943840692	-0.003011202095674985	-0.0013525316811333395	0.0020299208901213067	-4.8430817151532834e-06	0.004393185174666121	-0.0007752573847888463	-0.00234088175320977	-0.002327383520304763	0.0012888538181394635	-0.0010701597461155957
P01024	92.5382827182972	78.22823899897287	58.19417779191885	85.86026231594585	25.758078694783755	85.86026231594585	117.34235849845932	93.4922856329188	27.666084524027	79.18224191359451	151.68646342483763	107.80232935224312	34.34410492637834	57.24017487729724	79.18224191359451	103.03231477913502	100.17030603527016	16.21804954856755	54.378166133432366	138.33042262013498	0.0009892356177195554	0.0030936883442975183	0.0007577927183132083	0.002088133833651904	-0.0005941463303326785	0.00034052550981837864	-0.00040515264344150113	0.001355107025828978	-0.00194458162239612	-0.0008342186725910454	-0.0004272356658789036	0.0012800843990081565	-0.00032470019224062634	-0.00014063172581252274	0.0017251703358267016	0.002259050446305956	0.0002487283039764461	0.000580205873483795	0.002031694043214838	0.002216400433548464	-0.0005421925005520894	0.0009249979374416976	-0.003602785694054613	-0.0012050193752295875	0.0007989366187332147	0.0006540160206718849	0.001748004104247602	0.002291965197982075	0.0027049506250116204	0.004226467815293472	0.0006987965446610966	0.002003121526874015	-0.0006937460717232069	0.0014989274038244961	0.001699159833347864	0.0032449505664584317	-0.0009516910285512185	0.0020087900531906727	-0.0021898804091447003	-0.000764406472349057	0.002664558485144464	0.002501971933163003	0.0012451612052358494	0.001199725994344946	0.000574290476241997	0.0017472996421716114	0.0020941021210172726	0.001752322775535314	0.0013920268652832205	0.0015846701657854685	-0.00030159382516043576	0.002338629440794489	-0.0004208768150639296	0.0010122947878722292	-0.0008252351880937917	-0.0016762423043378846	0.0013607507125663776	0.00258123325136182	-0.002205277765437582	-0.0014712393084792346
Q16832	46.87784393039486	41.9947351876454	38.08824819344582	52.73757442169421	15.625947976798287	33.20513945069636	49.80770917604454	53.714196170244115	17.57919147389807	49.80770917604454	76.17649638689164	34.181761199246246	30.275274205046678	41.0181134390955	46.87784393039486	65.43365715284283	41.0181134390955	15.625947976798287	31.251895953596566	53.714196170244115	-0.001131897269833936	-0.0010595824067875274	-0.0018197734079375516	-0.0029961578186857764	0.002354381407081235	0.0018790095014323746	0.0015566371643002516	0.0005146431276367343	0.003348486047112668	0.0021201324876703983	0.0016414263296048595	0.002138404530299579	0.0006407798192212569	0.001200135788146165	0.0014954185192062046	0.0013893080136330547	-0.0006768876178225246	-0.0004218530864904576	0.0006492804792492463	0.00026156339881607584	0.0022400331547167587	0.002474877233800682	-0.0005509794248540092	-0.0008209893460912023	0.0007445730919971287	-0.0008005904932387915	-0.0012142400319675366	0.0006183169716517419	-0.0013712260634070705	0.0025028179369220613	0.0003893300620361672	0.001416302075759229	0.0001608946173754218	0.00025408286880117465	-0.0011369097764160055	-0.00041483335120979007	0.0006907911363853145	0.0014127227373970186	-0.0005241534185585855	0.0015246114007813933	-0.0005367316034554383	0.00017820913910208865	0.00028402578155191935	7.094246920963568e-05	0.0014237827517121794	0.0011598600999044913	-0.00010103568246663664	0.00021943396085742864	0.0019421578789082735	0.0009453378786121225	-0.002445953888770618	-0.00259873201200036	-0.0010303702552428707	0.0010599517950509727	0.0004315609539411596	-0.0006729387295760321	1.249501366847675e-05	-0.00068084202340038	0.0022305358182098237	0.0008076757165574048
Q8NER1	53.05564057190149	41.686574735065456	31.26493105129909	43.581419041204796	15.158754449114713	26.527820285950746	46.42368550041381	45.476263347344144	12.316487989905706	36.00204181664744	96.63705961310629	47.37110765348347	21.790709520602398	44.52884119427446	36.00204181664744	57.79275133724984	52.10821841883182	10.421643683766364	31.26493105129909	45.476263347344144	0.003299548420874793	0.002430820907073	-0.0015387517267619053	-0.0011994421890187616	0.0037864040966948407	0.004700485762385932	0.0047502369956414405	0.004015111371228756	-4.536478197969888e-05	0.0016290124848797618	-0.0007407636340466052	0.00017129221301581698	0.0010319034188538078	0.0014328587922843967	-0.0006748119291379008	0.002263352950742027	0.0029358022408784274	0.0035740153016576353	7.539000437196788e-05	0.0004752714626140803	0.0005184864046813383	0.0005495074139162988	-0.00021465243050336317	0.0015840432744072706	-0.00042493254335303535	-0.0018640742026667387	0.0015432166128183976	0.001444101997380325	0.0010699953907520351	0.0035143701483866504	0.0014462656033672244	1.536000771297808e-05	0.0004991967665284429	-0.0008223008511128003	0.0012032526857766149	0.0005479647442642653	-0.0030033315615696768	-0.0024025520740601322	-0.0003198853068074432	0.00013149400408422226	-0.000550280607461396	-0.0008721387942831669	0.0011091562415415134	0.003147514333945334	0.00023816105898772974	-0.000205640327682166	-0.0008376164248202928	5.3569904724511e-05	0.002461226190756661	0.0019683958429519573	0.0014256854985900418	0.002261604508999477	0.0013915312990504026	0.002463800992209525	-0.00023619080910888598	0.00039373948270604846	-0.0010808213362994337	-0.0009421090333062547	0.0021608305991543428	0.0008395300634197987
Q99707	103.65329578962015	57.15462104287466	45.529952356188296	76.52906885401862	22.280614982815553	39.71761801284511	94.93479427460537	95.90351666516257	26.155504545044337	89.12245993126221	113.34051969519214	80.4039584162474	35.84272845061631	46.49867474674549	56.18589865231747	59.09206582398907	56.18589865231747	8.718501515014779	42.6237851845167	75.56034646346144	-0.0012255069088716005	0.0013049112867842554	-0.00437297733253105	-0.005814723666862952	0.002319616555489257	0.003467648574918409	0.002588694366762688	0.0036942983824402665	0.0001735664638043726	0.00044335119600227754	-0.003514917578248771	-0.002079797342502381	-0.0013275219702859106	-0.00021819229066878226	-0.0007747891429360051	0.0004499281129421056	0.002394368776517484	0.00152890691018855	-0.00019955491672778302	-0.0005594959671697629	0.0018050492607931726	0.0039932830462153296	-0.0004681462762033341	0.0004717349827612316	-2.8201332105545928e-05	0.00022610734006505738	0.002670785100871919	0.003469865024675992	-0.0001303164571014013	0.0006458075908894105	0.0010507827945889457	0.0031291720309298073	0.0008897872955261314	0.0016090347651815295	-0.0008754805389361124	-0.0001189983292490521	0.002074505754261645	0.0017049243110268686	-0.0008961513397189602	0.001263426505406863	-9.670288763171156e-05	0.0004948959144224922	-0.0005228922888897255	-0.0004649663267987798	0.00023171483685223705	0.0013130748211059163	0.0024981946233653012	0.0038781875371961382	-0.000330806427849298	-0.00028725237563418217	0.00015911845334825865	0.001920196682814789	-0.0011494541925084348	0.002404135526303522	-7.984867818079334e-05	0.0004431026227874759	-0.0005434837673743256	0.0007809526179734751	-0.00012174711556615876	-1.3595171858026883e-05
P30082	26.80808521170126	19.659262488580925	10.723234084680504	16.9784539674108	16.08485112702076	17.872056807800845	14.297645446240676	25.020879530921178	13.40404260585063	17.872056807800845	64.33940450808304	18.765659648190887	9.829631244290463	21.446468169361008	19.659262488580925	36.637716455991715	19.659262488580925	14.297645446240676	16.9784539674108	33.063305094431556	0.003003528817146901	0.002708796222338152	0.0025145702188304263	-0.0005712200131061949	0.0066663985501928215	0.0024580251245806717	0.005283350506030539	0.005034752545939115	0.006118461830726104	0.001728970702406888	0.005457129420154449	0.0027020488972300067	0.0015500231491736786	0.001499794282766931	0.004531186687306768	0.004249714169931906	0.004697177069121646	0.0037817730484362108	0.004183331011506014	0.0033784569011088513	-0.0005675547923608262	7.472637104737041e-06	0.0052618314809290325	0.002985111297910166	4.4471091006981134e-05	0.0003748843840692576	0.003561174815839196	0.002005435341320977	0.00021660410069909518	0.001539326079877967	0.002848935324143232	0.002082923879753232	-0.0009187807135893411	-0.0006514226789210963	0.0009634887958092584	0.002445062256716249	0.0011678439918153193	0.001635058815299865	-0.0006279302228637966	0.0002674878362127494	-0.0018461112830626843	-0.0017078125094683928	0.0023951209815565376	0.0016432777996951322	-0.0002615924190637094	-0.0003406442954009119	0.0013163824046991818	-0.0004445636323444812	-2.7536249203070972e-05	-0.0004289996914768115	0.001171558843340879	0.0008810792631417481	0.0007222125831183994	-0.0006527425460900887	0.004182519811483082	0.0011208700587707354	0.0008985064261058356	0.0004787062471557345	0.0022698172977220392	-0.0005905823433153351
P50416	51.44945505368454	47.491804664939565	23.745902332469782	37.59767869307717	11.872951166234891	28.692965318400997	42.54474167900837	48.48121726212582	22.75648973528355	38.5870912902634	74.20594478896808	43.53415427619461	26.71414012402851	35.61885349870468	33.6400283043322	56.39651803961574	43.53415427619461	17.80942674935234	32.65061570714596	47.491804664939565	-0.0028905847225529782	-0.0004035248847556342	-0.0016818305948262016	-0.002157060738085278	0.00426133990354239	0.0018004107960709953	0.0007094802929123495	0.001874336050191757	-0.0008549215779781376	-0.0005006480296982085	0.0008384709877524054	0.0004034861938492821	0.00013927694223599523	0.0006981680383375785	0.001293983147608168	0.0009417948441929412	-0.003694725073185853	-0.0010920869699493202	0.003459937452472612	0.002543004108313175	0.0002538851014116561	-1.463075780396816e-05	-0.0014327477985292948	-0.0014269731002396295	-0.0004542802255614633	-0.0008394040495822841	-0.0015523947135605168	-6.788022562375535e-05	4.9341824260796506e-05	-0.0004934123294414105	0.003362491142628226	0.003266024469111857	0.000937742037201357	0.0003658722806344021	0.0013223834302425953	0.001851627543128432	0.00043712511160915455	-3.945197995979067e-05	-0.00012742890372491368	0.0029262066480460107	0.00139302378359994	0.002979386847488192	-0.001602292252136059	-0.002015686205838215	0.0014981419215037758	-0.0003652523376596113	-0.0028807163462708147	-0.0017369444452241954	1.2397635365028848e-06	0.0014017945349192175	-0.0007473576851566999	-0.00042447037928665865	0.0009941765267354886	0.00019675003277594454	0.0035012814871203	0.0032353045757504487	-0.0040548363852272885	-0.001808668252666456	-0.0015320927928247278	-0.0014577812480757472
P30542	26.35085823574245	9.88157183840342	9.88157183840342	7.411178878802563	7.411178878802563	6.5877145589356125	9.058107518536467	9.88157183840342	4.1173215993347565	25.5273939158755	33.762037114545016	12.351964798004275	7.411178878802563	15.645822077472081	18.116215037072934	14.822357757605126	8.234643198669515	5.7642502390686605	9.88157183840342	26.35085823574245	0.0062273154623681114	0.004373740285409533	0.008732594178800842	0.004119778870990613	0.0072604664988007855	0.003318887225643118	0.006681713011611298	0.005907190713683568	0.008022153711987483	0.005735660546792525	0.007906479568190818	0.005132200551428123	0.004916069497890194	0.003553509908107808	0.006761219203209451	0.003951068487803376	0.0038718844485899936	0.000621550976864987	0.005595163715661631	0.0026855137199663878	0.0038995374442344624	0.003441491364878981	0.007504831135718406	0.004390298318835176	0.004739896920094364	0.0016754342495455532	0.0075754389002599095	0.0024417208075835136	0.005921840608480674	0.0027593073278164354	0.004558015763541244	0.00092033815971779	0.005219586184293164	0.002491549048021647	0.0053597565280126365	-5.5453014502180895e-05	0.00309264507471094	0.0026803736658469824	0.003213574442093643	0.0013933362688036185	-0.0006249221100890263	-0.0006481925516812464	-0.0010834685999503173	-0.002111478730510296	0.001782691002424299	-0.0032650931962227184	-0.00029893890981728044	-0.002709959640017106	0.0013070186773150765	0.0004913158397322086	0.002772472386270245	-0.002307885851215905	0.0006676402310025447	-0.002368484675859052	-0.0004962520671380946	-0.003659342628964788	0.004421566303208604	-1.9101031131969838e-05	0.006047586255812229	4.0829648093455955e-05
Q99895	19.514695938853976	14.37924963915556	14.37924963915556	14.37924963915556	11.297981859336511	8.216714079517464	11.297981859336511	24.650142238552387	7.18962481957778	14.37924963915556	26.704320758431763	12.325071119276194	3.0812677798190484	6.162535559638097	12.325071119276194	18.487606678914293	15.406338899095244	10.270892599396829	6.162535559638097	24.650142238552387	0.0008461068573202887	0.0014246257873754033	0.003474186920670963	0.00014196698848374152	-0.0025727226559107146	-0.00044948465650908586	-0.004210166372226053	-0.007908622855690233	-0.00044196970051170334	0.00027965754381150293	-0.0004671058194354887	-0.00018611645835211373	0.004025510008159815	0.0008976303328584445	0.0008995052812737039	0.0019164848615109997	0.0028621178926102925	0.003181619666560673	-0.002041210959892384	-0.0018947653185041587	-0.0040075041046359625	-0.0006068654488910601	-0.006021629125442295	-0.00807850601774274	-0.0030269906404465697	-0.004293495307812521	-0.0016562873266019553	-0.0011171930449476164	0.0015661493238137796	0.00031744382938421136	0.005377534502283626	0.006279951311400829	0.0018204022962568886	0.003913608968468919	-0.001577804316963695	-0.0005231737512948619	-0.0038303386645437633	-0.002407216635840534	-0.0011344531642119796	-0.001189406011795699	-0.0031883525196859147	-0.0030320321037617622	-0.0014842598480297974	-0.003006043172568429	0.0036972973267241954	0.0020866283365561515	0.008068939349828707	0.005552304572247139	-0.0008730317309241255	-0.0008659701883871633	0.000317317190240252	-0.0002599245948715674	0.0026045664380627788	0.003901762303064943	-0.002121539215223764	-0.005276844775094019	-0.0049780155125517716	-0.003468669149292413	-0.0018832285587992612	-0.0024616381012579625
